"Period","Group","Sender","datetime","Time","ClientTime","Key","action","action_owntype","action_partnertype","exit","repeataction_owntype","repeataction_partnertype"
3,1,"8","2016-04-08 12:07:44.072",1460142464071666176,1460142431213,"exit",NA,NA,NA,"8",NA,NA
3,1,"8","2016-04-08 12:07:44.072",1460142464071886592,1460142431213,"action","1",NA,NA,NA,NA,NA
3,1,"8","2016-04-08 12:07:44.072",1460142464072138752,1460142431213,"repeataction_owntype",NA,NA,NA,NA,"1",NA
3,1,"8","2016-04-08 12:07:44.072",1460142464072347392,1460142431213,"repeataction_partnertype",NA,NA,NA,NA,NA,"2"
3,1,"9","2016-04-08 12:07:48.804",1460142468803683072,1460142435942,"action","1",NA,NA,NA,NA,NA
3,1,"9","2016-04-08 12:07:48.804",1460142468803901440,1460142435942,"action_owntype",NA,"2",NA,NA,NA,NA
3,1,"9","2016-04-08 12:07:48.804",1460142468804132352,1460142435942,"action_partnertype",NA,NA,"3",NA,NA,NA
3,1,"5","2016-04-08 12:07:49.452",1460142469451911680,1460142436574,"action","1",NA,NA,NA,NA,NA
3,1,"5","2016-04-08 12:07:49.452",1460142469452121344,1460142436574,"action_owntype",NA,"3",NA,NA,NA,NA
3,1,"5","2016-04-08 12:07:49.452",1460142469452361728,1460142436574,"action_partnertype",NA,NA,"2",NA,NA,NA
3,1,"3","2016-04-08 12:07:49.968",1460142469968268544,1460142437108,"action","1",NA,NA,NA,NA,NA
3,1,"3","2016-04-08 12:07:49.968",1460142469968489984,1460142437108,"action_owntype",NA,"1",NA,NA,NA,NA
3,1,"3","2016-04-08 12:07:49.969",1460142469968718848,1460142437108,"action_partnertype",NA,NA,"3",NA,NA,NA
3,1,"12","2016-04-08 12:07:50.518",1460142470517822464,1460142437659,"action","1",NA,NA,NA,NA,NA
3,1,"12","2016-04-08 12:07:50.518",1460142470518036480,1460142437659,"action_owntype",NA,"1",NA,NA,NA,NA
3,1,"12","2016-04-08 12:07:50.523",1460142470522653440,1460142437659,"action_partnertype",NA,NA,"1",NA,NA,NA
3,1,"7","2016-04-08 12:07:51.104",1460142471104144640,1460142438245,"action","1",NA,NA,NA,NA,NA
3,1,"7","2016-04-08 12:07:51.104",1460142471104354560,1460142438245,"action_owntype",NA,"3",NA,NA,NA,NA
3,1,"7","2016-04-08 12:07:51.105",1460142471104581888,1460142438245,"action_partnertype",NA,NA,"1",NA,NA,NA
3,1,"10","2016-04-08 12:07:51.808",1460142471807876864,1460142438945,"action","1",NA,NA,NA,NA,NA
3,1,"10","2016-04-08 12:07:51.808",1460142471808088064,1460142438945,"action_owntype",NA,"3",NA,NA,NA,NA
3,1,"10","2016-04-08 12:07:51.808",1460142471808338176,1460142438945,"action_partnertype",NA,NA,"3",NA,NA,NA
3,1,"4","2016-04-08 12:07:52.452",1460142472452017152,1460142439581,"action","1",NA,NA,NA,NA,NA
3,1,"4","2016-04-08 12:07:52.452",1460142472452226816,1460142439581,"action_owntype",NA,"1",NA,NA,NA,NA
3,1,"4","2016-04-08 12:07:52.452",1460142472452461056,1460142439581,"action_partnertype",NA,NA,"1",NA,NA,NA
3,1,"1","2016-04-08 12:07:53.122",1460142473121752320,1460142440263,"action","1",NA,NA,NA,NA,NA
3,1,"1","2016-04-08 12:07:53.122",1460142473121977600,1460142440263,"action_owntype",NA,"3",NA,NA,NA,NA
3,1,"1","2016-04-08 12:07:53.122",1460142473122235136,1460142440263,"action_partnertype",NA,NA,"3",NA,NA,NA
3,1,"2","2016-04-08 12:07:53.403",1460142473403381504,1460142440526,"exit",NA,NA,NA,"2",NA,NA
3,1,"8","2016-04-08 12:07:53.404",1460142473403576320,1460142440532,"exit",NA,NA,NA,"8",NA,NA
3,1,"3","2016-04-08 12:07:53.404",1460142473403777024,1460142440528,"exit",NA,NA,NA,"3",NA,NA
3,1,"6","2016-04-08 12:07:53.404",1460142473403956480,1460142440525,"exit",NA,NA,NA,"6",NA,NA
3,1,"7","2016-04-08 12:07:53.412",1460142473411959808,1460142440550,"exit",NA,NA,NA,"7",NA,NA
3,1,"11","2016-04-08 12:07:53.412",1460142473412098048,1460142440549,"exit",NA,NA,NA,"11",NA,NA
3,1,"4","2016-04-08 12:07:53.416",1460142473416127744,1460142440554,"exit",NA,NA,NA,"4",NA,NA
3,1,"12","2016-04-08 12:07:53.416",1460142473416257792,1460142440551,"exit",NA,NA,NA,"12",NA,NA
3,1,"1","2016-04-08 12:07:53.476",1460142473476308736,1460142440614,"exit",NA,NA,NA,"1",NA,NA
3,1,"10","2016-04-08 12:07:53.477",1460142473476522496,1460142440612,"exit",NA,NA,NA,"10",NA,NA
3,1,"9","2016-04-08 12:07:53.477",1460142473476715008,1460142440612,"exit",NA,NA,NA,"9",NA,NA
4,1,"1","2016-04-08 12:08:40.385",1460142520385127936,1460142487520,"action","1",NA,NA,NA,NA,NA
4,1,"1","2016-04-08 12:08:40.385",1460142520385354240,1460142487520,"action_owntype",NA,"2",NA,NA,NA,NA
4,1,"1","2016-04-08 12:08:40.386",1460142520385621248,1460142487520,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"2","2016-04-08 12:08:42.232",1460142522232090112,1460142489349,"action","1",NA,NA,NA,NA,NA
4,1,"2","2016-04-08 12:08:42.232",1460142522232320512,1460142489350,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"2","2016-04-08 12:08:42.233",1460142522232560384,1460142489350,"action_partnertype",NA,NA,"2",NA,NA,NA
4,1,"3","2016-04-08 12:08:43.590",1460142523590316032,1460142490727,"action","2",NA,NA,NA,NA,NA
4,1,"3","2016-04-08 12:08:43.591",1460142523590545152,1460142490727,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"3","2016-04-08 12:08:43.591",1460142523590773504,1460142490728,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"4","2016-04-08 12:08:44.572",1460142524571702016,1460142491708,"action","2",NA,NA,NA,NA,NA
4,1,"4","2016-04-08 12:08:44.572",1460142524571912704,1460142491708,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"4","2016-04-08 12:08:44.572",1460142524572129536,1460142491708,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"5","2016-04-08 12:08:45.648",1460142525647565056,1460142492786,"action","1",NA,NA,NA,NA,NA
4,1,"5","2016-04-08 12:08:45.648",1460142525647791360,1460142492786,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"5","2016-04-08 12:08:45.648",1460142525648035328,1460142492786,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"6","2016-04-08 12:08:46.556",1460142526555535104,1460142493695,"action","1",NA,NA,NA,NA,NA
4,1,"6","2016-04-08 12:08:46.556",1460142526555784960,1460142493695,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"6","2016-04-08 12:08:46.560",1460142526559580928,1460142493695,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"7","2016-04-08 12:08:47.676",1460142527676466688,1460142494813,"action","2",NA,NA,NA,NA,NA
4,1,"7","2016-04-08 12:08:47.677",1460142527676692480,1460142494814,"action_owntype",NA,"2",NA,NA,NA,NA
4,1,"7","2016-04-08 12:08:47.677",1460142527676930816,1460142494814,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"8","2016-04-08 12:08:48.687",1460142528687125760,1460142495822,"action","1",NA,NA,NA,NA,NA
4,1,"8","2016-04-08 12:08:48.687",1460142528687339776,1460142495823,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"8","2016-04-08 12:08:48.688",1460142528687568384,1460142495823,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"9","2016-04-08 12:08:49.650",1460142529650308352,1460142496785,"action","1",NA,NA,NA,NA,NA
4,1,"9","2016-04-08 12:08:49.651",1460142529650554880,1460142496785,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"9","2016-04-08 12:08:49.651",1460142529650778624,1460142496786,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"10","2016-04-08 12:08:50.908",1460142530908462336,1460142498015,"action","2",NA,NA,NA,NA,NA
4,1,"10","2016-04-08 12:08:50.909",1460142530908670720,1460142498015,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"10","2016-04-08 12:08:50.909",1460142530908915968,1460142498015,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"11","2016-04-08 12:08:52.271",1460142532271248128,1460142499407,"action","1",NA,NA,NA,NA,NA
4,1,"11","2016-04-08 12:08:52.271",1460142532271467264,1460142499407,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"11","2016-04-08 12:08:52.272",1460142532271726080,1460142499407,"action_partnertype",NA,NA,"2",NA,NA,NA
4,1,"12","2016-04-08 12:08:53.228",1460142533228240384,1460142500363,"action","1",NA,NA,NA,NA,NA
4,1,"12","2016-04-08 12:08:53.228",1460142533228448512,1460142500363,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"12","2016-04-08 12:08:53.229",1460142533228666368,1460142500363,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"9","2016-04-08 12:08:54.393",1460142534392760832,1460142501528,"exit",NA,NA,NA,"9",NA,NA
4,1,"9","2016-04-08 12:08:54.393",1460142534392989952,1460142501528,"action","1",NA,NA,NA,NA,NA
4,1,"9","2016-04-08 12:08:54.393",1460142534393223680,1460142501528,"repeataction_owntype",NA,NA,NA,NA,"1",NA
4,1,"9","2016-04-08 12:08:54.393",1460142534393426176,1460142501528,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
4,1,"6","2016-04-08 12:08:54.860",1460142534860130048,1460142501997,"exit",NA,NA,NA,"6",NA,NA
4,1,"6","2016-04-08 12:08:54.860",1460142534860349440,1460142501997,"action","1",NA,NA,NA,NA,NA
4,1,"6","2016-04-08 12:08:54.861",1460142534860564736,1460142501997,"repeataction_owntype",NA,NA,NA,NA,"1",NA
4,1,"6","2016-04-08 12:08:54.861",1460142534860751360,1460142501997,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
4,1,"1","2016-04-08 12:08:55.330",1460142535330049024,1460142502463,"exit",NA,NA,NA,"1",NA,NA
4,1,"1","2016-04-08 12:08:55.330",1460142535330259456,1460142502463,"action","1",NA,NA,NA,NA,NA
4,1,"1","2016-04-08 12:08:55.330",1460142535330474752,1460142502463,"repeataction_owntype",NA,NA,NA,NA,"2",NA
4,1,"1","2016-04-08 12:08:55.331",1460142535330664192,1460142502463,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
4,1,"11","2016-04-08 12:08:55.794",1460142535794345728,1460142502931,"exit",NA,NA,NA,"11",NA,NA
4,1,"11","2016-04-08 12:08:55.795",1460142535794561536,1460142502931,"action","1",NA,NA,NA,NA,NA
4,1,"11","2016-04-08 12:08:55.795",1460142535794798080,1460142502931,"repeataction_owntype",NA,NA,NA,NA,"1",NA
4,1,"11","2016-04-08 12:08:55.795",1.460142535795e+18,1460142502931,"repeataction_partnertype",NA,NA,NA,NA,NA,"2"
4,1,"7","2016-04-08 12:09:01.311",1460142541310712832,1460142508446,"action","1",NA,NA,NA,NA,NA
4,1,"7","2016-04-08 12:09:01.311",1460142541310927104,1460142508446,"action_owntype",NA,"2",NA,NA,NA,NA
4,1,"7","2016-04-08 12:09:01.311",1460142541311175680,1460142508446,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"5","2016-04-08 12:09:02.164",1460142542163754752,1460142509297,"action","1",NA,NA,NA,NA,NA
4,1,"5","2016-04-08 12:09:02.164",1460142542163962624,1460142509297,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"5","2016-04-08 12:09:02.164",1460142542164198656,1460142509297,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"12","2016-04-08 12:09:02.952",1460142542951887616,1460142510086,"action","1",NA,NA,NA,NA,NA
4,1,"12","2016-04-08 12:09:02.952",1460142542952099328,1460142510086,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"12","2016-04-08 12:09:02.952",1460142542952329984,1460142510086,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"8","2016-04-08 12:09:03.792",1460142543792051456,1460142510915,"action","1",NA,NA,NA,NA,NA
4,1,"8","2016-04-08 12:09:03.792",1460142543792262912,1460142510916,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"8","2016-04-08 12:09:03.792",1460142543792481536,1460142510916,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"2","2016-04-08 12:09:04.471",1460142544471267584,1460142511607,"action","1",NA,NA,NA,NA,NA
4,1,"2","2016-04-08 12:09:04.472",1460142544471517440,1460142511607,"action_owntype",NA,"3",NA,NA,NA,NA
4,1,"2","2016-04-08 12:09:04.472",1460142544471778560,1460142511607,"action_partnertype",NA,NA,"3",NA,NA,NA
4,1,"4","2016-04-08 12:09:05.300",1460142545299648768,1460142512435,"action","1",NA,NA,NA,NA,NA
4,1,"4","2016-04-08 12:09:05.300",1460142545299861504,1460142512435,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"4","2016-04-08 12:09:05.300",1460142545300102400,1460142512435,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"3","2016-04-08 12:09:06.060",1460142546060274432,1460142513194,"action","1",NA,NA,NA,NA,NA
4,1,"3","2016-04-08 12:09:06.060",1460142546060494592,1460142513194,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"3","2016-04-08 12:09:06.061",1460142546060736000,1460142513194,"action_partnertype",NA,NA,"2",NA,NA,NA
4,1,"10","2016-04-08 12:09:06.802",1460142546802057472,1460142513937,"action","1",NA,NA,NA,NA,NA
4,1,"10","2016-04-08 12:09:06.802",1460142546802274560,1460142513937,"action_owntype",NA,"1",NA,NA,NA,NA
4,1,"10","2016-04-08 12:09:06.803",1460142546802502912,1460142513937,"action_partnertype",NA,NA,"1",NA,NA,NA
4,1,"3","2016-04-08 12:09:07.050",1460142547049825792,1460142514187,"exit",NA,NA,NA,"3",NA,NA
4,1,"10","2016-04-08 12:09:07.058",1460142547057971968,1460142514191,"exit",NA,NA,NA,"10",NA,NA
4,1,"4","2016-04-08 12:09:07.066",1460142547065777920,1460142514194,"exit",NA,NA,NA,"4",NA,NA
4,1,"9","2016-04-08 12:09:07.067",1460142547066744832,1460142514192,"exit",NA,NA,NA,"9",NA,NA
4,1,"8","2016-04-08 12:09:07.074",1460142547073640448,1460142514208,"exit",NA,NA,NA,"8",NA,NA
4,1,"2","2016-04-08 12:09:07.074",1460142547074379776,1460142514205,"exit",NA,NA,NA,"2",NA,NA
4,1,"7","2016-04-08 12:09:07.075",1460142547074685184,1460142514207,"exit",NA,NA,NA,"7",NA,NA
4,1,"11","2016-04-08 12:09:07.075",1460142547074887936,1460142514204,"exit",NA,NA,NA,"11",NA,NA
4,1,"1","2016-04-08 12:09:07.075",1460142547075073536,1460142514211,"exit",NA,NA,NA,"1",NA,NA
4,1,"6","2016-04-08 12:09:07.075",1460142547075263488,1460142514212,"exit",NA,NA,NA,"6",NA,NA
4,1,"12","2016-04-08 12:09:07.153",1460142547153085952,1460142514283,"exit",NA,NA,NA,"12",NA,NA
4,1,"5","2016-04-08 12:09:07.161",1460142547161367552,1460142514284,"exit",NA,NA,NA,"5",NA,NA
5,1,"2","2016-04-08 12:09:25.107",1460142565107244032,1460142532239,"action","1",NA,NA,NA,NA,NA
5,1,"2","2016-04-08 12:09:25.107",1460142565107458304,1460142532239,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"2","2016-04-08 12:09:25.108",1460142565107702272,1460142532239,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"3","2016-04-08 12:09:26.878",1460142566878163200,1460142534005,"action","1",NA,NA,NA,NA,NA
5,1,"3","2016-04-08 12:09:26.878",1460142566878373632,1460142534005,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"3","2016-04-08 12:09:26.879",1460142566878598144,1460142534005,"action_partnertype",NA,NA,"2",NA,NA,NA
5,1,"4","2016-04-08 12:09:28.226",1460142568225688064,1460142535351,"action","1",NA,NA,NA,NA,NA
5,1,"4","2016-04-08 12:09:28.226",1460142568225896960,1460142535352,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"4","2016-04-08 12:09:28.226",1460142568226112256,1460142535352,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"5","2016-04-08 12:09:29.338",1460142569338255872,1460142536472,"action","1",NA,NA,NA,NA,NA
5,1,"5","2016-04-08 12:09:29.339",1460142569338529792,1460142536472,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"5","2016-04-08 12:09:29.339",1460142569338751744,1460142536472,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"6","2016-04-08 12:09:30.548",1460142570547956992,1460142537682,"action","2",NA,NA,NA,NA,NA
5,1,"6","2016-04-08 12:09:30.548",1460142570548168704,1460142537683,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"6","2016-04-08 12:09:30.548",1460142570548432640,1460142537683,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"7","2016-04-08 12:09:32.573",1460142572574483456,1460142539684,"action","2",NA,NA,NA,NA,NA
5,1,"7","2016-04-08 12:09:32.575",1460142572574710016,1460142539684,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"7","2016-04-08 12:09:32.575",1460142572574928896,1460142539684,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"8","2016-04-08 12:09:34.635",1460142574634945280,1460142541765,"action","1",NA,NA,NA,NA,NA
5,1,"8","2016-04-08 12:09:34.635",1460142574635167744,1460142541765,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"8","2016-04-08 12:09:34.635",1460142574635379712,1460142541765,"action_partnertype",NA,NA,"2",NA,NA,NA
5,1,"9","2016-04-08 12:09:35.820",1460142575820267008,1460142542871,"action","1",NA,NA,NA,NA,NA
5,1,"9","2016-04-08 12:09:35.820",1460142575820494848,1460142542871,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"9","2016-04-08 12:09:35.821",1460142575820742656,1460142542871,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"10","2016-04-08 12:09:36.691",1460142576691436288,1460142543826,"action","1",NA,NA,NA,NA,NA
5,1,"10","2016-04-08 12:09:36.692",1460142576691662848,1460142543826,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"10","2016-04-08 12:09:36.704",1460142576704096768,1460142543826,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"11","2016-04-08 12:09:38.074",1460142578073932288,1460142545056,"action","2",NA,NA,NA,NA,NA
5,1,"11","2016-04-08 12:09:38.074",1460142578074167296,1460142545057,"action_owntype",NA,"2",NA,NA,NA,NA
5,1,"11","2016-04-08 12:09:38.074",1460142578074392320,1460142545057,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"12","2016-04-08 12:09:39.128",1460142579127686144,1460142546261,"action","1",NA,NA,NA,NA,NA
5,1,"12","2016-04-08 12:09:39.166",1460142579165947904,1460142546261,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"12","2016-04-08 12:09:39.166",1460142579166135808,1460142546261,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"1","2016-04-08 12:09:45.839",1460142585838560768,1460142552964,"action","2",NA,NA,NA,NA,NA
5,1,"1","2016-04-08 12:09:45.839",1460142585838800128,1460142552964,"action_owntype",NA,"2",NA,NA,NA,NA
5,1,"1","2016-04-08 12:09:45.852",1460142585851684864,1460142552964,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"12","2016-04-08 12:09:46.960",1460142586960220160,1460142554083,"exit",NA,NA,NA,"12",NA,NA
5,1,"12","2016-04-08 12:09:46.960",1460142586960441344,1460142554083,"action","1",NA,NA,NA,NA,NA
5,1,"12","2016-04-08 12:09:46.961",1460142586960663296,1460142554083,"repeataction_owntype",NA,NA,NA,NA,"1",NA
5,1,"12","2016-04-08 12:09:46.961",1460142586960896768,1460142554083,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
5,1,"2","2016-04-08 12:09:47.481",1460142587481208064,1460142554616,"exit",NA,NA,NA,"2",NA,NA
5,1,"2","2016-04-08 12:09:47.481",1460142587481414400,1460142554617,"action","1",NA,NA,NA,NA,NA
5,1,"2","2016-04-08 12:09:47.485",1460142587485202432,1460142554617,"repeataction_owntype",NA,NA,NA,NA,"1",NA
5,1,"2","2016-04-08 12:09:47.486",1460142587485531136,1460142554617,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
5,1,"4","2016-04-08 12:09:48.019",1460142588018631424,1460142555138,"exit",NA,NA,NA,"4",NA,NA
5,1,"4","2016-04-08 12:09:48.019",1460142588018838272,1460142555138,"action","1",NA,NA,NA,NA,NA
5,1,"4","2016-04-08 12:09:48.053",1460142588052617216,1460142555138,"repeataction_owntype",NA,NA,NA,NA,"1",NA
5,1,"4","2016-04-08 12:09:48.053",1460142588052798208,1460142555138,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
5,1,"10","2016-04-08 12:09:48.657",1460142588657408512,1460142555793,"exit",NA,NA,NA,"10",NA,NA
5,1,"10","2016-04-08 12:09:48.658",1460142588657618432,1460142555793,"action","1",NA,NA,NA,NA,NA
5,1,"10","2016-04-08 12:09:48.662",1460142588661702400,1460142555793,"repeataction_owntype",NA,NA,NA,NA,"1",NA
5,1,"10","2016-04-08 12:09:48.662",1460142588661905408,1460142555793,"repeataction_partnertype",NA,NA,NA,NA,NA,"1"
5,1,"8","2016-04-08 12:09:54.725",1460142594724701184,1460142561856,"action","1",NA,NA,NA,NA,NA
5,1,"8","2016-04-08 12:09:54.725",1460142594724913408,1460142561856,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"8","2016-04-08 12:09:54.725",1460142594725168384,1460142561856,"action_partnertype",NA,NA,"2",NA,NA,NA
5,1,"3","2016-04-08 12:09:55.364",1460142595364225792,1460142562476,"action","1",NA,NA,NA,NA,NA
5,1,"3","2016-04-08 12:09:55.365",1460142595364538112,1460142562476,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"3","2016-04-08 12:09:55.368",1460142595368164352,1460142562476,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"5","2016-04-08 12:09:56.098",1460142596098253056,1460142563209,"action","1",NA,NA,NA,NA,NA
5,1,"5","2016-04-08 12:09:56.098",1460142596098459648,1460142563209,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"5","2016-04-08 12:09:56.115",1460142596115081472,1460142563209,"action_partnertype",NA,NA,"2",NA,NA,NA
5,1,"9","2016-04-08 12:09:56.714",1460142596713567232,1460142563812,"action","1",NA,NA,NA,NA,NA
5,1,"9","2016-04-08 12:09:56.714",1460142596713775104,1460142563812,"action_owntype",NA,"3",NA,NA,NA,NA
5,1,"9","2016-04-08 12:09:56.717",1460142596717123840,1460142563813,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"7","2016-04-08 12:09:57.412",1460142597411618304,1460142564546,"action","1",NA,NA,NA,NA,NA
5,1,"7","2016-04-08 12:09:57.416",1460142597415810304,1460142564546,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"7","2016-04-08 12:09:57.416",1.460142597416e+18,1460142564546,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"1","2016-04-08 12:09:58.088",1460142598088186368,1460142565160,"action","1",NA,NA,NA,NA,NA
5,1,"1","2016-04-08 12:09:58.088",1460142598088393984,1460142565160,"action_owntype",NA,"2",NA,NA,NA,NA
5,1,"1","2016-04-08 12:09:58.089",1460142598088614656,1460142565160,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"6","2016-04-08 12:09:58.721",1460142598720608000,1460142565769,"action","1",NA,NA,NA,NA,NA
5,1,"6","2016-04-08 12:09:58.721",1460142598720816896,1460142565769,"action_owntype",NA,"1",NA,NA,NA,NA
5,1,"6","2016-04-08 12:09:58.721",1460142598721058816,1460142565769,"action_partnertype",NA,NA,"1",NA,NA,NA
5,1,"11","2016-04-08 12:09:59.233",1460142599232761600,1460142566366,"action","1",NA,NA,NA,NA,NA
5,1,"11","2016-04-08 12:09:59.233",1460142599232938240,1460142566366,"action_owntype",NA,"2",NA,NA,NA,NA
5,1,"11","2016-04-08 12:09:59.237",1460142599236987904,1460142566366,"action_partnertype",NA,NA,"3",NA,NA,NA
5,1,"12","2016-04-08 12:09:59.574",1460142599573984768,1460142566686,"exit",NA,NA,NA,"12",NA,NA
5,1,"7","2016-04-08 12:09:59.578",1460142599578329088,1460142566694,"exit",NA,NA,NA,"7",NA,NA
5,1,"11","2016-04-08 12:09:59.578",1460142599578487808,1460142566696,"exit",NA,NA,NA,"11",NA,NA
5,1,"9","2016-04-08 12:09:59.582",1460142599581694464,1460142566699,"exit",NA,NA,NA,"9",NA,NA
5,1,"1","2016-04-08 12:09:59.582",1.460142599582e+18,1460142566707,"exit",NA,NA,NA,"1",NA,NA
5,1,"2","2016-04-08 12:09:59.595",1460142599594602496,1460142566699,"exit",NA,NA,NA,"2",NA,NA
5,1,"6","2016-04-08 12:09:59.676",1460142599676292608,1460142566808,"exit",NA,NA,NA,"6",NA,NA
5,1,"5","2016-04-08 12:09:59.677",1460142599676794880,1460142566801,"exit",NA,NA,NA,"5",NA,NA
5,1,"4","2016-04-08 12:09:59.677",1460142599676987648,1460142566806,"exit",NA,NA,NA,"4",NA,NA
5,1,"8","2016-04-08 12:09:59.677",1460142599677172736,1460142566804,"exit",NA,NA,NA,"8",NA,NA
5,1,"3","2016-04-08 12:09:59.677",1460142599677351424,1460142566801,"exit",NA,NA,NA,"3",NA,NA
5,1,"10","2016-04-08 12:09:59.681",1460142599680667136,1460142566810,"exit",NA,NA,NA,"10",NA,NA
6,1,"11","2016-04-08 12:10:48.875",1460142648875476480,1460142616003,"action","1",NA,NA,NA,NA,NA
6,1,"11","2016-04-08 12:10:48.876",1460142648875706880,1460142616003,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"11","2016-04-08 12:10:48.876",1460142648875946496,1460142616003,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"12","2016-04-08 12:10:50.995",1460142650995321088,1460142618126,"action","1",NA,NA,NA,NA,NA
6,1,"12","2016-04-08 12:10:50.996",1460142650995614464,1460142618126,"action_owntype",NA,"3",NA,NA,NA,NA
6,1,"12","2016-04-08 12:10:50.996",1460142650995838976,1460142618126,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"10","2016-04-08 12:10:52.638",1460142652638375680,1460142619766,"action","1",NA,NA,NA,NA,NA
6,1,"10","2016-04-08 12:10:52.639",1460142652638576128,1460142619766,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"10","2016-04-08 12:10:52.639",1460142652638799360,1460142619766,"action_partnertype",NA,NA,"2",NA,NA,NA
6,1,"9","2016-04-08 12:10:53.560",1460142653559602432,1460142620691,"action","1",NA,NA,NA,NA,NA
6,1,"9","2016-04-08 12:10:53.560",1460142653559815936,1460142620691,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"9","2016-04-08 12:10:53.564",1460142653563901184,1460142620692,"action_partnertype",NA,NA,"1",NA,NA,NA
6,1,"8","2016-04-08 12:10:54.793",1460142654793079808,1460142621920,"action","2",NA,NA,NA,NA,NA
6,1,"8","2016-04-08 12:10:54.793",1460142654793307392,1460142621920,"action_owntype",NA,"1",NA,NA,NA,NA
6,1,"8","2016-04-08 12:10:54.794",1460142654793537280,1460142621920,"action_partnertype",NA,NA,"3",NA,NA,NA
6,1,"7","2016-04-08 12:10:56.205",1460142656205126144,1460142623325,"action","2",NA,NA,NA,NA,NA
6,1,"7","2016-04-08 12:10:56.205",1460142656205354240,1460142623325,"action_owntype",NA,"2",NA,NA,NA,NA
6,1,"7","2016-04-08 12:10:56.206",1460142656205603584,1460142623325,"action_partnertype",NA,NA,"3",NA,NA,NA
