"Period","Group","Sender","datetime","Time","ClientTime","Key","target","subjectid","rank","action","subperiodNumber","payoff","LOG_CONFIG.q1","LOG_CONFIG.mu","LOG_CONFIG.maxX","LOG_CONFIG.q2","LOG_CONFIG.ymax","LOG_CONFIG.period_length_s","LOG_CONFIG.period","LOG_CONFIG.payoffProjection","LOG_CONFIG.minX","LOG_CONFIG.ymin","LOG_CONFIG.step","LOG_CONFIG.hidePayoffs","LOG_CONFIG.groups","LOG_CONFIG.snap","LOG_CONFIG.payoffLabel","LOG_CONFIG.payoff","LOG_CONFIG.adjustAccuracy","LOG_CONFIG.actionHistory","LOG_CONFIG.num_sub_periods"
2,1,"2","2016-04-07 15:03:16.136",1460066596136446464,1460066591169,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:17.132",1460066597131715584,1460066592164,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:17.132",1460066597131715584,1460066592164,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:17.132",1460066597131715584,1460066592164,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:17.132",1460066597131715584,1460066592164,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:18.132",1460066598132048384,1460066593165,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:18.132",1460066598132048384,1460066593165,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:18.132",1460066598132048384,1460066593165,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:18.132",1460066598132048384,1460066593165,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:19.128",1460066599128261632,1460066594161,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:19.128",1460066599128261632,1460066594161,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:19.128",1460066599128261632,1460066594161,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:19.128",1460066599128261632,1460066594161,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:20.126",1460066600126395392,1460066595160,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:20.126",1460066600126395392,1460066595160,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:20.126",1460066600126395392,1460066595160,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:20.126",1460066600126395392,1460066595160,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:21.128",1460066601127571456,1460066596159,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:21.128",1460066601127571456,1460066596159,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:21.128",1460066601127571456,1460066596159,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:21.128",1460066601127571456,1460066596159,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:22.152",1460066602151665408,1460066597182,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:22.152",1460066602151665408,1460066597182,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:22.152",1460066602151665408,1460066597182,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:22.152",1460066602151665408,1460066597182,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:23.129",1460066603128977920,1460066598162,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:23.129",1460066603128977920,1460066598162,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:23.129",1460066603128977920,1460066598162,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:23.129",1460066603128977920,1460066598162,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:24.128",1460066604128175872,1460066599164,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:24.128",1460066604128175872,1460066599164,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:24.128",1460066604128175872,1460066599164,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:24.128",1460066604128175872,1460066599164,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:25.124",1460066605123562496,1460066600160,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:25.124",1460066605123562496,1460066600160,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:25.124",1460066605123562496,1460066600160,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:25.124",1460066605123562496,1460066600160,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:26.127",1460066606127450368,1460066601160,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:26.127",1460066606127450368,1460066601160,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:26.127",1460066606127450368,1460066601160,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:26.127",1460066606127450368,1460066601160,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:27.127",1460066607126916608,1460066602162,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:27.127",1460066607126916608,1460066602162,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:27.127",1460066607126916608,1460066602162,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:27.127",1460066607126916608,1460066602162,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:28.131",1460066608131331072,1460066603164,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:28.131",1460066608131331072,1460066603164,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:28.131",1460066608131331072,1460066603164,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:28.131",1460066608131331072,1460066603164,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:29.128",1460066609128017152,1460066604161,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:29.128",1460066609128017152,1460066604161,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:29.128",1460066609128017152,1460066604161,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:29.128",1460066609128017152,1460066604161,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:30.125",1460066610125075712,1460066605160,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:30.125",1460066610125075712,1460066605160,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:30.125",1460066610125075712,1460066605160,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:30.125",1460066610125075712,1460066605160,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:31.137",1460066611137313024,1460066606171,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:31.137",1460066611137313024,1460066606171,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:31.137",1460066611137313024,1460066606171,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:31.137",1460066611137313024,1460066606171,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:32.130",1460066612130307072,1460066607162,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:32.130",1460066612130307072,1460066607162,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:32.130",1460066612130307072,1460066607162,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:32.130",1460066612130307072,1460066607162,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:33.132",1460066613132183552,1460066608165,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:33.132",1460066613132183552,1460066608165,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:33.132",1460066613132183552,1460066608165,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:33.132",1460066613132183552,1460066608165,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:34.128",1460066614128370176,1460066609161,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:34.128",1460066614128370176,1460066609161,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:34.128",1460066614128370176,1460066609161,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:34.128",1460066614128370176,1460066609161,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:35.131",1460066615131345664,1460066610163,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:35.131",1460066615131345664,1460066610163,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:35.131",1460066615131345664,1460066610163,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:35.131",1460066615131345664,1460066610163,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:36.129",1460066616129046016,1460066611162,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:36.129",1460066616129046016,1460066611162,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:36.129",1460066616129046016,1460066611162,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:36.129",1460066616129046016,1460066611162,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:37.131",1460066617130675456,1460066612166,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:37.131",1460066617130675456,1460066612166,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:37.131",1460066617130675456,1460066612166,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:37.131",1460066617130675456,1460066612166,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:38.127",1460066618126835712,1460066613159,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:38.127",1460066618126835712,1460066613159,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:38.127",1460066618126835712,1460066613159,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:38.127",1460066618126835712,1460066613159,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:39.125",1460066619124791296,1460066614159,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:39.125",1460066619124791296,1460066614159,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:39.125",1460066619124791296,1460066614159,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:39.125",1460066619124791296,1460066614159,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:40.130",1460066620129864960,1460066615163,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:40.130",1460066620129864960,1460066615163,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:40.130",1460066620129864960,1460066615163,"state",0,"3",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:40.130",1460066620129864960,1460066615163,"state",0,"4",3.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:41.126",1460066621125633792,1460066616162,"state",0,"1",1.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
2,1,"2","2016-04-07 15:03:41.126",1460066621125633792,1460066616162,"state",0,"2",2.5,0,-1,0,"2/3",100,10,"1/3",1000,10,2,TRUE,0,0,0,TRUE,"c(1, 5, 2, 6, 3, 7, 4, 8)",0,"A","stable",0.01,TRUE,0
