"Period","Group","Sender","datetime","Time","ClientTime","Key","actions.1","actions.2","action","id","rank","payoff","targets.1","targets.2"
4,1,"2","2016-04-06 11:35:06.958",1459967706958313472,1459967687203,"actions",0,3.9,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:06.958",1459967706958483968,1459967687203,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.063",1459967707063218432,1459967687308,"state",NA,NA,4.5,1,1,300,NA,NA
4,1,"2","2016-04-06 11:35:07.063",1459967707063218432,1459967687308,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.063",1459967707063413504,1459967687308,"actions",0,4.2,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.064",1459967707063579136,1459967687308,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.170",1459967707169738752,1459967687405,"state",NA,NA,4.8,1,1,320,NA,NA
4,1,"2","2016-04-06 11:35:07.170",1459967707169738752,1459967687405,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.170",1459967707169944320,1459967687405,"actions",0,4.5,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.170",1459967707170085376,1459967687405,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.280",1459967707280175616,1459967687520,"state",NA,NA,5.1,1,1,340,NA,NA
4,1,"2","2016-04-06 11:35:07.280",1459967707280175616,1459967687520,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.280",1459967707280378112,1459967687520,"actions",0,4.8,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.281",1459967707280533504,1459967687520,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.393",1459967707392756992,1459967687637,"state",NA,NA,5.4,1,1,360,NA,NA
4,1,"2","2016-04-06 11:35:07.393",1459967707392756992,1459967687637,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.393",1459967707392954112,1459967687637,"actions",0,5.1,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.393",1459967707393117184,1459967687637,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.498",1459967707497908992,1459967687737,"state",NA,NA,5.7,1,1,380,NA,NA
4,1,"2","2016-04-06 11:35:07.498",1459967707497908992,1459967687737,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.498",1459967707498114048,1459967687737,"actions",0,5.4,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.498",1459967707498286592,1459967687737,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.615",1459967707615110144,1459967687857,"state",NA,NA,6,1,1,400,NA,NA
4,1,"2","2016-04-06 11:35:07.615",1459967707615110144,1459967687857,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.615",1459967707615315200,1459967687857,"actions",0,5.7,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.615",1459967707615486720,1459967687857,"targets",NA,NA,NA,NA,NA,NA,0,5.77
4,1,"2","2016-04-06 11:35:07.729",1459967707729146880,1459967687974,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:07.729",1459967707729146880,1459967687974,"state",NA,NA,0,0,2,0,NA,NA
4,1,"2","2016-04-06 11:35:07.729",1459967707729364224,1459967687974,"actions",0.3,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.730",1459967707729547008,1459967687974,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:07.848",1459967707848383488,1459967688086,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:07.848",1459967707848383488,1459967688086,"state",NA,NA,0.3,0,2,40,NA,NA
4,1,"2","2016-04-06 11:35:07.849",1459967707848575744,1459967688086,"actions",0.6,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.849",1459967707848755712,1459967688086,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:07.965",1459967707964857600,1459967688205,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:07.965",1459967707964857600,1459967688205,"state",NA,NA,0.6,0,2,80,NA,NA
4,1,"2","2016-04-06 11:35:07.965",1459967707965058304,1459967688205,"actions",0.9,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:07.965",1459967707965221632,1459967688205,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.080",1459967708081136128,1459967688321,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.080",1459967708081136128,1459967688321,"state",NA,NA,0.9,0,2,120,NA,NA
4,1,"2","2016-04-06 11:35:08.080",1459967708081383168,1459967688321,"actions",1.2,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.082",1459967708081549568,1459967688321,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.198",1459967708198278656,1459967688438,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.198",1459967708198278656,1459967688438,"state",NA,NA,1.2,0,2,160,NA,NA
4,1,"2","2016-04-06 11:35:08.199",1459967708198528512,1459967688438,"actions",1.5,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.199",1459967708198712320,1459967688438,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.315",1459967708315295488,1459967688554,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.315",1459967708315295488,1459967688554,"state",NA,NA,1.5,0,2,200,NA,NA
4,1,"2","2016-04-06 11:35:08.315",1459967708315479808,1459967688554,"actions",1.8,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.316",1459967708315642368,1459967688554,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.434",1459967708433612800,1459967688670,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.434",1459967708433612800,1459967688670,"state",NA,NA,1.8,0,2,240,NA,NA
4,1,"2","2016-04-06 11:35:08.434",1459967708433869056,1459967688670,"actions",2.1,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.434",1459967708434048256,1459967688670,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.547",1459967708547006976,1459967688787,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.547",1459967708547006976,1459967688787,"state",NA,NA,2.1,0,2,280,NA,NA
4,1,"2","2016-04-06 11:35:08.547",1459967708547202304,1459967688787,"actions",2.4,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.547",1459967708547367168,1459967688787,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.664",1459967708663647488,1459967688904,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.664",1459967708663647488,1459967688904,"state",NA,NA,2.4,0,2,320,NA,NA
4,1,"2","2016-04-06 11:35:08.664",1459967708663840512,1459967688904,"actions",2.7,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.664",1459967708664007424,1459967688904,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.780",1459967708780240640,1459967689020,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.780",1459967708780240640,1459967689020,"state",NA,NA,2.7,0,2,360,NA,NA
4,1,"2","2016-04-06 11:35:08.780",1459967708780478720,1459967689020,"actions",3,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.781",1459967708780645888,1459967689020,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:08.898",1459967708898387456,1459967689138,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:08.898",1459967708898387456,1459967689138,"state",NA,NA,3,0,2,400,NA,NA
4,1,"2","2016-04-06 11:35:08.899",1459967708898610944,1459967689138,"actions",3.3,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:08.899",1459967708898780672,1459967689138,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.017",1459967709017209600,1459967689255,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.017",1459967709017209600,1459967689255,"state",NA,NA,3.3,0,2,440,NA,NA
4,1,"2","2016-04-06 11:35:09.017",1459967709017459968,1459967689255,"actions",3.6,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.018",1459967709017641728,1459967689255,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.131",1459967709131270656,1459967689371,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.131",1459967709131270656,1459967689371,"state",NA,NA,3.6,0,2,480,NA,NA
4,1,"2","2016-04-06 11:35:09.132",1459967709131682304,1459967689371,"actions",3.9,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.132",1459967709131860736,1459967689371,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.249",1459967709249185536,1459967689489,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.249",1459967709249185536,1459967689489,"state",NA,NA,3.9,0,2,520,NA,NA
4,1,"2","2016-04-06 11:35:09.249",1459967709249442816,1459967689489,"actions",4.2,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.250",1459967709249657088,1459967689489,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.367",1459967709366616064,1459967689606,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.367",1459967709366616064,1459967689606,"state",NA,NA,4.2,0,2,560,NA,NA
4,1,"2","2016-04-06 11:35:09.367",1459967709366816768,1459967689606,"actions",4.5,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.367",1.459967709367e+18,1459967689606,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.483",1459967709482646272,1459967689722,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.483",1459967709482646272,1459967689722,"state",NA,NA,4.5,0,2,600,NA,NA
4,1,"2","2016-04-06 11:35:09.483",1459967709482851328,1459967689722,"actions",4.8,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.483",1459967709483016192,1459967689722,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.599",1459967709598675456,1459967689838,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.599",1459967709598675456,1459967689838,"state",NA,NA,4.8,0,2,640,NA,NA
4,1,"2","2016-04-06 11:35:09.599",1459967709598875904,1459967689838,"actions",5.1,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.599",1459967709599038208,1459967689838,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.715",1459967709714959616,1459967689955,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.715",1459967709714959616,1459967689955,"state",NA,NA,5.1,0,2,680,NA,NA
4,1,"2","2016-04-06 11:35:09.715",1459967709715164928,1459967689955,"actions",5.4,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.715",1459967709715329024,1459967689955,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.832",1459967709832208128,1459967690072,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.832",1459967709832208128,1459967690072,"state",NA,NA,5.4,0,2,720,NA,NA
4,1,"2","2016-04-06 11:35:09.832",1459967709832433664,1459967690072,"actions",5.7,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.833",1459967709832600320,1459967690072,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:09.951",1459967709950795264,1459967690190,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:09.951",1459967709950795264,1459967690190,"state",NA,NA,5.7,0,2,760,NA,NA
4,1,"2","2016-04-06 11:35:09.951",1459967709950987520,1459967690190,"actions",6,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:09.951",1459967709951154432,1459967690190,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.065",1459967710065383936,1459967690305,"state",NA,NA,6,0,1,400,NA,NA
4,1,"2","2016-04-06 11:35:10.065",1459967710065383936,1459967690305,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.066",1459967710065585408,1459967690305,"actions",6.3,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.066",1459967710065749504,1459967690305,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.182",1459967710181604864,1459967690421,"state",NA,NA,6.3,0,1,420,NA,NA
4,1,"2","2016-04-06 11:35:10.182",1459967710181604864,1459967690421,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.182",1459967710181828864,1459967690421,"actions",6.6,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.182",1459967710181992192,1459967690421,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.300",1459967710299710976,1459967690538,"state",NA,NA,6.6,0,1,440,NA,NA
4,1,"2","2016-04-06 11:35:10.300",1459967710299710976,1459967690538,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.300",1459967710299915776,1459967690538,"actions",6.9,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.300",1459967710300079360,1459967690538,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.415",1459967710414827776,1459967690655,"state",NA,NA,6.9,0,1,460,NA,NA
4,1,"2","2016-04-06 11:35:10.415",1459967710414827776,1459967690655,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.415",1459967710415026176,1459967690655,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.415",1459967710415187456,1459967690655,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.533",1459967710533028608,1459967690773,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:10.533",1459967710533028608,1459967690773,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.533",1459967710533223168,1459967690773,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.533",1459967710533440000,1459967690773,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.650",1459967710650009344,1459967690888,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:10.650",1459967710650009344,1459967690888,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.650",1459967710650236672,1459967690888,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.650",1459967710650402816,1459967690888,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.766",1459967710766269440,1459967691005,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:10.766",1459967710766269440,1459967691005,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.766",1459967710766457600,1459967691005,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.767",1459967710766624512,1459967691005,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:10.884",1459967710883513600,1459967691122,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:10.884",1459967710883513600,1459967691122,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:10.884",1459967710883712512,1459967691122,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:10.884",1459967710883877632,1459967691122,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.001",1459967711000754944,1459967691240,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.001",1459967711000754944,1459967691240,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.001",1459967711000939264,1459967691240,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.001",1459967711001101056,1459967691240,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.115",1459967711115281408,1459967691355,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.115",1459967711115281408,1459967691355,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.115",1459967711115463680,1459967691355,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.116",1459967711115622656,1459967691355,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.232",1459967711232311040,1459967691472,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.232",1459967711232311040,1459967691472,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.232",1459967711232496384,1459967691472,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.233",1459967711232657152,1459967691472,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.338",1459967711337655808,1459967691582,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.338",1459967711337655808,1459967691582,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.338",1459967711337840640,1459967691582,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.338",1459967711338024448,1459967691582,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.451",1459967711451027712,1459967691689,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.451",1459967711451027712,1459967691689,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.451",1459967711451256832,1459967691689,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.451",1459967711451425536,1459967691689,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.566",1459967711565721600,1459967691806,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.566",1459967711565721600,1459967691806,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.566",1459967711565906432,1459967691806,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.566",1459967711566069248,1459967691806,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.684",1459967711683663360,1459967691924,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.684",1459967711683663360,1459967691924,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.684",1459967711683889664,1459967691924,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.684",1459967711684131072,1459967691924,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.793",1459967711792611328,1459967692024,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.793",1459967711792611328,1459967692024,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.793",1459967711792821760,1459967692024,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.793",1459967711792987648,1459967692024,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:11.902",1459967711901962240,1459967692141,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:11.902",1459967711901962240,1459967692141,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:11.902",1459967711902152192,1459967692141,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:11.902",1459967711902313984,1459967692141,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:12.017",1459967712016836608,1459967692256,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:12.017",1459967712016836608,1459967692256,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:12.017",1459967712017024512,1459967692256,"actions",6.93,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.017",1459967712017186816,1459967692256,"targets",NA,NA,NA,NA,NA,NA,6.93,5.77
4,1,"2","2016-04-06 11:35:12.122",1459967712121645568,1459967692366,"state",NA,NA,6.93,0,1,462,NA,NA
4,1,"2","2016-04-06 11:35:12.122",1459967712121645568,1459967692366,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:12.122",1459967712121827072,1459967692366,"actions",6.63,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.122",1459967712121988864,1459967692366,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.236",1459967712235884544,1459967692474,"state",NA,NA,6.63,0,1,442,NA,NA
4,1,"2","2016-04-06 11:35:12.236",1459967712235884544,1459967692474,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:12.236",1459967712236112384,1459967692474,"actions",6.33,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.236",1459967712236276992,1459967692474,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.352",1459967712351607296,1459967692591,"state",NA,NA,6.33,0,1,422,NA,NA
4,1,"2","2016-04-06 11:35:12.352",1459967712351607296,1459967692591,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:12.352",1459967712351829760,1459967692591,"actions",6.03,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.352",1459967712352015872,1459967692591,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.465",1459967712465005056,1459967692707,"state",NA,NA,6.03,0,1,402,NA,NA
4,1,"2","2016-04-06 11:35:12.465",1459967712465005056,1459967692707,"state",NA,NA,5.77,1,2,769.333333333333,NA,NA
4,1,"2","2016-04-06 11:35:12.465",1459967712465200128,1459967692707,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.465",1459967712465368832,1459967692707,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.570",1459967712570122496,1459967692809,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:12.570",1459967712570122496,1459967692809,"state",NA,NA,5.73,0,2,764,NA,NA
4,1,"2","2016-04-06 11:35:12.570",1459967712570307072,1459967692809,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.570",1459967712570466560,1459967692809,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.684",1459967712684307968,1459967692924,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:12.684",1459967712684307968,1459967692924,"state",NA,NA,5.73,0,2,764,NA,NA
4,1,"2","2016-04-06 11:35:12.685",1459967712684510464,1459967692924,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.685",1459967712684673536,1459967692924,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.802",1459967712802360064,1459967693045,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:12.802",1459967712802360064,1459967693045,"state",NA,NA,5.73,0,2,764,NA,NA
4,1,"2","2016-04-06 11:35:12.803",1459967712802567936,1459967693045,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.803",1459967712802708224,1459967693045,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:12.920",1459967712919636992,1459967693159,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:12.920",1459967712919636992,1459967693159,"state",NA,NA,5.73,0,2,764,NA,NA
4,1,"2","2016-04-06 11:35:12.920",1459967712919823360,1459967693159,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:12.920",1459967712920009472,1459967693159,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:13.035",1459967713034865664,1459967693274,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:13.035",1459967713034865664,1459967693274,"state",NA,NA,5.73,0,2,764,NA,NA
4,1,"2","2016-04-06 11:35:13.035",1459967713035080448,1459967693274,"actions",5.73,5.77,NA,NA,NA,NA,NA,NA
4,1,"2","2016-04-06 11:35:13.035",1459967713035247872,1459967693274,"targets",NA,NA,NA,NA,NA,NA,5.73,5.77
4,1,"2","2016-04-06 11:35:13.152",1459967713151925504,1459967693391,"state",NA,NA,5.77,1,1,384.666666666667,NA,NA
4,1,"2","2016-04-06 11:35:13.152",1459967713151925504,1459967693391,"state",NA,NA,5.73,0,2,764,NA,NA
