"Period","Group","Sender","datetime","Time","ClientTime","Key","actions.1","actions.2","action","id","rank","payoff","targets.1","targets.2"
3,1,"2","2016-04-06 11:34:34.787",1459967674787166720,1459967655028,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:34.787",1459967674787373056,1459967655028,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:34.788",1459967674787536384,1459967655028,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:34.904",1459967674903617280,1459967655144,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:34.904",1459967674903617280,1459967655144,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:34.904",1459967674903822848,1459967655144,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:34.904",1459967674903965696,1459967655144,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.009",1459967675008903424,1459967655245,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.009",1459967675008903424,1459967655245,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.009",1459967675009093632,1459967655245,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.009",1459967675009255424,1459967655245,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.120",1459967675120169728,1459967655361,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.120",1459967675120169728,1459967655361,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.120",1459967675120357376,1459967655361,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.121",1459967675120515328,1459967655361,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.234",1459967675234288128,1459967655478,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.234",1459967675234288128,1459967655478,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.234",1459967675234491648,1459967655478,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.235",1459967675234631680,1459967655478,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.345",1459967675344700416,1459967655577,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.345",1459967675344700416,1459967655577,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.345",1459967675344882688,1459967655577,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.345",1459967675345043456,1459967655577,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.453",1459967675452583168,1459967655696,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.453",1459967675452583168,1459967655696,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.453",1459967675452781056,1459967655696,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.453",1459967675452941312,1459967655696,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.572",1459967675572079104,1459967655812,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.572",1459967675572079104,1459967655812,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.572",1459967675572279040,1459967655812,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.572",1459967675572438528,1459967655812,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.687",1459967675687202048,1459967655928,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.687",1459967675687202048,1459967655928,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.687",1459967675687446528,1459967655928,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.688",1459967675687587840,1459967655928,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.793",1459967675792731648,1459967656029,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.793",1459967675792731648,1459967656029,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.793",1459967675792916736,1459967656029,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.793",1459967675793080320,1459967656029,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:35.905",1459967675904989184,1459967656146,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:35.905",1459967675904989184,1459967656146,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:35.905",1459967675905191936,1459967656146,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:35.905",1459967675905350912,1459967656146,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.021",1459967676021065216,1459967656262,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.021",1459967676021065216,1459967656262,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.021",1459967676021260544,1459967656262,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.021",1459967676021452288,1459967656262,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.138",1459967676137764608,1459967656378,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.138",1459967676137764608,1459967656378,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.138",1459967676137960960,1459967656378,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.138",1459967676138127616,1459967656378,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.253",1459967676253118464,1459967656494,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.253",1459967676253118464,1459967656494,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.253",1459967676253335296,1459967656494,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.254",1459967676253503744,1459967656494,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.361",1459967676360822528,1459967656596,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.361",1459967676360822528,1459967656596,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.361",1459967676361028352,1459967656596,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.361",1459967676361173504,1459967656596,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.472",1459967676472134144,1459967656713,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.472",1459967676472134144,1459967656713,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.472",1459967676472298496,1459967656713,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.472",1459967676472460032,1459967656713,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.589",1459967676588538880,1459967656829,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.589",1459967676588538880,1459967656829,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.589",1459967676588718848,1459967656829,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.589",1459967676588917504,1459967656829,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.702",1459967676702200064,1459967656944,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.702",1459967676702200064,1459967656944,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.702",1459967676702407168,1459967656944,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.703",1459967676702545408,1459967656944,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.821",1459967676820669184,1459967657062,"state",NA,NA,8.25,1,1,550,NA,NA
3,1,"2","2016-04-06 11:34:36.821",1459967676820669184,1459967657062,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.821",1459967676820865024,1459967657062,"actions",6.05,8.25,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.821",1459967676821027328,1459967657062,"targets",NA,NA,NA,NA,NA,NA,6.05,8.25
3,1,"2","2016-04-06 11:34:36.938",1459967676938206976,1459967657184,"state",NA,NA,7.65,1,1,510,NA,NA
3,1,"2","2016-04-06 11:34:36.938",1459967676938206976,1459967657184,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:36.938",1459967676938421248,1459967657184,"actions",6.05,7.95,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:36.939",1459967676938584064,1459967657184,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.056",1459967677055845120,1459967657296,"state",NA,NA,7.35,1,1,490,NA,NA
3,1,"2","2016-04-06 11:34:37.056",1459967677055845120,1459967657296,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.056",1459967677056037376,1459967657296,"actions",6.05,7.65,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.056",1459967677056202240,1459967657296,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.174",1459967677173837312,1459967657415,"state",NA,NA,7.05,1,1,470,NA,NA
3,1,"2","2016-04-06 11:34:37.174",1459967677173837312,1459967657415,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.174",1459967677174048512,1459967657415,"actions",6.05,7.35,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.174",1459967677174227200,1459967657415,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.288",1459967677288386304,1459967657529,"state",NA,NA,6.75,1,1,450,NA,NA
3,1,"2","2016-04-06 11:34:37.288",1459967677288386304,1459967657529,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.289",1459967677288581376,1459967657529,"actions",6.05,7.05,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.289",1459967677288748800,1459967657529,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.405",1459967677405042944,1459967657646,"state",NA,NA,6.45,1,1,430,NA,NA
3,1,"2","2016-04-06 11:34:37.405",1459967677405042944,1459967657646,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.405",1459967677405242368,1459967657646,"actions",6.05,6.75,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.405",1459967677405422592,1459967657646,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.524",1459967677524244992,1459967657763,"state",NA,NA,6.15,1,1,410,NA,NA
3,1,"2","2016-04-06 11:34:37.524",1459967677524244992,1459967657763,"state",NA,NA,6.05,0,2,806.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.524",1459967677524449536,1459967657763,"actions",6.05,6.45,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.525",1459967677524615424,1459967657763,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.639",1.459967677639e+18,1459967657879,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:37.639",1.459967677639e+18,1459967657879,"state",NA,NA,5.85,1,2,780,NA,NA
3,1,"2","2016-04-06 11:34:37.639",1459967677639191040,1459967657879,"actions",6.05,6.15,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.639",1459967677639357440,1459967657879,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.754",1459967677754375424,1459967657995,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:37.754",1459967677754375424,1459967657995,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.755",1459967677754599168,1459967657995,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.755",1459967677754766080,1459967657995,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.872",1459967677872360704,1459967658113,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:37.872",1459967677872360704,1459967658113,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.873",1459967677872548864,1459967658113,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.873",1459967677872710656,1459967658113,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:37.990",1459967677989897472,1459967658230,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:37.990",1459967677989897472,1459967658230,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:37.990",1459967677990095616,1459967658230,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:37.990",1459967677990264576,1459967658230,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.106",1459967678105731072,1459967658346,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.106",1459967678105731072,1459967658346,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.106",1459967678105921792,1459967658346,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.106",1459967678106088192,1459967658346,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.223",1459967678223077632,1459967658464,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.223",1459967678223077632,1459967658464,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.223",1459967678223266816,1459967658464,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.223",1459967678223437568,1459967658464,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.341",1459967678340584960,1459967658581,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.341",1459967678340584960,1459967658581,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.341",1459967678340776192,1459967658581,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.341",1459967678340949248,1459967658581,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.455",1459967678455161856,1459967658697,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.455",1459967678455161856,1459967658697,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.455",1459967678455357440,1459967658697,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.456",1459967678455518976,1459967658697,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.573",1459967678572825344,1459967658813,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.573",1459967678572825344,1459967658813,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.573",1459967678573015296,1459967658813,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.573",1459967678573176832,1459967658813,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.691",1459967678691033600,1459967658931,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.691",1459967678691033600,1459967658931,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.691",1459967678691258368,1459967658931,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.691",1459967678691432448,1459967658931,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.806",1459967678805946624,1459967659047,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.806",1459967678805946624,1459967659047,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.806",1459967678806152960,1459967659047,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.806",1459967678806417152,1459967659047,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:38.923",1459967678923321344,1459967659164,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:38.923",1459967678923321344,1459967659164,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:38.924",1459967678923510528,1459967659164,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:38.924",1459967678923675136,1459967659164,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.040",1459967679040384768,1459967659281,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.040",1459967679040384768,1459967659281,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.041",1459967679040589824,1459967659281,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.041",1459967679040728064,1459967659281,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.175",1459967679175350272,1459967659413,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.175",1459967679175350272,1459967659413,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.176",1459967679175738624,1459967659413,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.177",1459967679176916736,1459967659413,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.291",1459967679290931712,1459967659532,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.291",1459967679290931712,1459967659532,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.291",1459967679291122688,1459967659532,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.291",1459967679291304192,1459967659532,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.407",1459967679406940416,1459967659648,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.407",1459967679406940416,1459967659648,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.407",1459967679407129856,1459967659648,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.407",1459967679407289344,1459967659648,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.525",1.459967679525e+18,1459967659765,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.525",1.459967679525e+18,1459967659765,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.525",1459967679525187328,1459967659765,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.525",1459967679525348864,1459967659765,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.640",1459967679640379904,1459967659881,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.640",1459967679640379904,1459967659881,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.641",1459967679640563456,1459967659881,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.641",1459967679640727040,1459967659881,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.758",1459967679757966848,1459967659998,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.758",1459967679757966848,1459967659998,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.758",1459967679758156800,1459967659998,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.758",1459967679758318336,1459967659998,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.874",1459967679873931008,1459967660114,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.874",1459967679873931008,1459967660114,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.874",1459967679874134272,1459967660114,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.874",1459967679874299904,1459967660114,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:39.991",1459967679990952960,1459967660232,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:39.991",1459967679990952960,1459967660232,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:39.991",1459967679991140096,1459967660232,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:39.991",1459967679991308544,1459967660232,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.097",1459967680097025536,1459967660332,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.097",1459967680097025536,1459967660332,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.097",1459967680097210880,1459967660332,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.097",1459967680097376256,1459967660332,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.207",1459967680207405568,1459967660448,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.207",1459967680207405568,1459967660448,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.208",1459967680207597824,1459967660448,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.208",1459967680207761408,1459967660448,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.313",1459967680312796672,1459967660550,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.313",1459967680312796672,1459967660550,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.313",1459967680312986624,1459967660550,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.313",1459967680313150208,1459967660550,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.425",1459967680424758016,1459967660665,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.425",1459967680424758016,1459967660665,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.425",1459967680424946176,1459967660665,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.425",1459967680425108992,1459967660665,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.529",1459967680529437184,1459967660775,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.529",1459967680529437184,1459967660775,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.530",1459967680529624576,1459967660775,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.530",1459967680529789952,1459967660775,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.635",1459967680634758144,1459967660880,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.635",1459967680634758144,1459967660880,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.635",1459967680634967552,1459967660880,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.635",1459967680635132928,1459967660880,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.740",1459967680740021248,1459967660985,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.740",1459967680740021248,1459967660985,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
3,1,"2","2016-04-06 11:34:40.740",1459967680740216832,1459967660985,"actions",6.05,5.96,NA,NA,NA,NA,NA,NA
3,1,"2","2016-04-06 11:34:40.740",1459967680740377088,1459967660985,"targets",NA,NA,NA,NA,NA,NA,6.05,5.96
3,1,"2","2016-04-06 11:34:40.845",1459967680845432064,1459967661090,"state",NA,NA,6.05,0,1,403.333333333333,NA,NA
3,1,"2","2016-04-06 11:34:40.845",1459967680845432064,1459967661090,"state",NA,NA,5.96,1,2,794.666666666667,NA,NA
