Period,Group,Sender,Time,ClientTime,Key,Value
1,1,4,1453279092512988097,1453279092510,vm.allocation,"{""y"": 5, ""x"": 6}"
1,1,3,1453279092522766270,1453279092524,roundStartTime,1453279092.524
1,1,3,1453279092522978177,1453279092526,_at_barrier,_timer_1_t_0_1
1,1,3,1453279092527567729,1453279092527,vm.allocation,"{""y"": 6, ""x"": 5}"
1,1,3,1453279092783002233,1453279092784,offer_map,"{""index"": 0, ""price"": 0.03, ""user_id"": ""3"", ""qty"": 12.06}"
0,1,3,1453279092783337955,1453279092784,test_user_id,3
0,1,3,1453279092783483907,1453279092784,test_index,0
0,1,3,1453279092783606016,1453279092785,test_price,0.03
1,1,4,1453279092783722892,1453279092783,offer_map,"{""index"": 0, ""price"": 3.61, ""user_id"": ""4"", ""qty"": 0.53}"
0,1,4,1453279092783877036,1453279092783,test_user_id,4
0,1,4,1453279092784011754,1453279092783,test_index,0
0,1,4,1453279092784124192,1453279092783,test_price,3.61
0,1,4,1453279092784238203,1453279092783,test_qty,0.53
1,1,1,1453279092784351395,1453279092780,offer_map,"{""index"": 0, ""price"": 3.29, ""user_id"": ""1"", ""qty"": -3.09}"
0,1,1,1453279092784479099,1453279092780,test_user_id,1
0,1,1,1453279092784589585,1453279092781,test_index,0
0,1,1,1453279092784700588,1453279092781,test_price,3.29
0,1,1,1453279092784812967,1453279092781,test_qty,3.09
0,1,3,1453279092788793950,1453279092785,test_qty,12.06
1,1,4,1453279093787807269,1453279093777,_at_barrier,_timer_1_t_1_1
1,1,4,1453279093792550749,1453279093791,cancel,"{""index"": 0, ""user_id"": ""4""}"
1,1,1,1453279093816882752,1453279093801,_at_barrier,_timer_1_t_1_1
1,1,3,1453279093894877468,1453279093878,_at_barrier,_timer_1_t_1_1
1,1,2,1453279093904378196,1453279093808,_at_barrier,_timer_1_t_1_1
1,1,2,1453279094790103099,1453279094785,offer_map,"{""index"": 0, ""price"": 2.04, ""user_id"": ""2"", ""qty"": -4.77}"
0,1,2,1453279094854837247,1453279094786,test_user_id,2
0,1,2,1453279094855061581,1453279094786,test_index,0
0,1,2,1453279094913601326,1453279094786,test_price,2.04
0,1,2,1453279094913861645,1453279094786,test_qty,4.77
1,1,4,1453279094914106366,1453279094777,offer_map,"{""index"": 1, ""price"": 5.03, ""user_id"": ""4"", ""qty"": -2.18}"
0,1,4,1453279094914371315,1453279094777,test_user_id,4
0,1,4,1453279094920640986,1453279094777,test_index,1
0,1,4,1453279094920846220,1453279094778,test_price,5.03
0,1,4,1453279094921098102,1453279094778,test_qty,2.18
1,1,1,1453279094925002964,1453279094925,_at_barrier,_timer_1_t_2_1
1,1,4,1453279094995846458,1453279094991,_at_barrier,_timer_1_t_2_1
1,1,3,1453279095182123110,1453279095029,_at_barrier,_timer_1_t_2_1
1,1,2,1453279095320450959,1453279095017,_at_barrier,_timer_1_t_2_1
1,1,3,1453279095780264216,1453279095778,cancel,"{""index"": 0, ""user_id"": ""3""}"
1,1,3,1453279095780531661,1453279095778,offer_map,"{""index"": 1, ""price"": 0.84, ""user_id"": ""3"", ""qty"": 4.55}"
0,1,3,1453279095780770553,1453279095778,test_user_id,3
0,1,3,1453279095780967562,1453279095778,test_index,1
0,1,3,1453279095781168551,1453279095779,test_price,0.84
0,1,3,1453279095781372218,1453279095779,test_qty,4.55
1,1,1,1453279096372350261,1453279096348,_at_barrier,_timer_1_t_3_1
1,1,2,1453279096392229469,1453279096393,_at_barrier,_timer_1_t_3_1
1,1,3,1453279096392382087,1453279096395,_at_barrier,_timer_1_t_3_1
1,1,4,1453279096392511824,1453279096392,_at_barrier,_timer_1_t_3_1
