"","Period","Group","Sender","Time","ClientTime","Key","actions1","actions2","actions3","actions4","action","id","rank","payoff","targets1","targets2","targets3","targets4"
"1581",1,1,"2",1457541271783132416,1457541271735,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1582",1,1,"2",1457541271783132416,1457541271735,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1583",1,1,"2",1457541271783348992,1457541271735,"actions",6.63,5.64,7.1,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1584",1,1,"2",1457541271783525120,1457541271735,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,6.66,7.1,5.79
"1585",1,1,"2",1457541272053919488,1457541272005,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1586",1,1,"2",1457541272053919488,1457541272005,"state",NA,NA,NA,NA,7.1,2,2,631.111111111111,NA,NA,NA,NA
"1587",1,1,"2",1457541272053919488,1457541272005,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1588",1,1,"2",1457541272053919488,1457541272005,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1589",1,1,"2",1457541272054356736,1457541272005,"actions",6.53,5.74,7.1,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1590",1,1,"2",1457541272054718208,1457541272005,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,6.81,7.1,5.79
"1591",1,1,"2",1457541272327821824,1457541272279,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1592",1,1,"2",1457541272327821824,1457541272279,"state",NA,NA,NA,NA,7.1,2,2,631.111111111111,NA,NA,NA,NA
"1593",1,1,"2",1457541272327821824,1457541272279,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1594",1,1,"2",1457541272327821824,1457541272279,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1595",1,1,"2",1457541272328157184,1457541272279,"actions",6.43,5.84,7.1,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1596",1,1,"2",1457541272328455680,1457541272279,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,6.81,7.1,5.79
"1597",1,1,"2",1457541272601192192,1457541272553,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1598",1,1,"2",1457541272601192192,1457541272553,"state",NA,NA,NA,NA,7.1,2,2,631.111111111111,NA,NA,NA,NA
"1599",1,1,"2",1457541272601192192,1457541272553,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1600",1,1,"2",1457541272601192192,1457541272553,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1601",1,1,"2",1457541272601573632,1457541272553,"actions",6.33,5.94,7.1,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1602",1,1,"2",1457541272601869056,1457541272553,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,6.66,7.1,5.79
"1603",1,1,"2",1457541272875292672,1457541272827,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1604",1,1,"2",1457541272875292672,1457541272827,"state",NA,NA,NA,NA,7.1,2,2,631.111111111111,NA,NA,NA,NA
"1605",1,1,"2",1457541272875292672,1457541272827,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1606",1,1,"2",1457541272875292672,1457541272827,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1607",1,1,"2",1457541272875667968,1457541272827,"actions",6.23,6.04,7.1,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1608",1,1,"2",1457541272875966720,1457541272827,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.86,7.09,5.79
"1609",1,1,"2",1457541273146884096,1457541273098,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1610",1,1,"2",1457541273146884096,1457541273098,"state",NA,NA,NA,NA,7.09,2,2,630.222222222222,NA,NA,NA,NA
"1611",1,1,"2",1457541273146884096,1457541273098,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1612",1,1,"2",1457541273146884096,1457541273098,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1613",1,1,"2",1457541273147051264,1457541273098,"actions",6.13,5.94,7.09,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1614",1,1,"2",1457541273147207168,1457541273098,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.56,5.83,5.79
"1615",1,1,"2",1457541273419960320,1457541273371,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1616",1,1,"2",1457541273419960320,1457541273371,"state",NA,NA,NA,NA,5.83,2,2,518.222222222222,NA,NA,NA,NA
"1617",1,1,"2",1457541273419960320,1457541273371,"state",NA,NA,NA,NA,5.79,3,3,643.333333333333,NA,NA,NA,NA
"1618",1,1,"2",1457541273419960320,1457541273371,"state",NA,NA,NA,NA,5.39,0,4,718.666666666667,NA,NA,NA,NA
"1619",1,1,"2",1457541273420175872,1457541273372,"actions",6.03,5.84,6.99,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1620",1,1,"2",1457541273420339968,1457541273372,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.53,3.5,5.79
"1621",1,1,"2",1457541273685981440,1457541273638,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1622",1,1,"2",1457541273685981440,1457541273638,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1623",1,1,"2",1457541273685981440,1457541273638,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1624",1,1,"2",1457541273685981440,1457541273638,"state",NA,NA,NA,NA,3.5,2,4,466.666666666667,NA,NA,NA,NA
"1625",1,1,"2",1457541273686241280,1457541273638,"actions",5.93,5.74,6.89,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1626",1,1,"2",1457541273686465792,1457541273638,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.43,3.44,5.79
"1627",1,1,"2",1457541273958042368,1457541273909,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1628",1,1,"2",1457541273958042368,1457541273909,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1629",1,1,"2",1457541273958042368,1457541273909,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1630",1,1,"2",1457541273958042368,1457541273909,"state",NA,NA,NA,NA,3.44,2,4,458.666666666667,NA,NA,NA,NA
"1631",1,1,"2",1457541273958273792,1457541273910,"actions",5.83,5.64,6.79,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1632",1,1,"2",1457541273958468352,1457541273910,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.41,3.44,5.79
"1633",1,1,"2",1457541274228083456,1457541274180,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1634",1,1,"2",1457541274228083456,1457541274180,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1635",1,1,"2",1457541274228083456,1457541274180,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1636",1,1,"2",1457541274228083456,1457541274180,"state",NA,NA,NA,NA,3.44,2,4,458.666666666667,NA,NA,NA,NA
"1637",1,1,"2",1457541274228300544,1457541274180,"actions",5.73,5.54,6.69,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1638",1,1,"2",1457541274228472576,1457541274180,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.53,3.41,5.79
"1639",1,1,"2",1457541274501144576,1457541274453,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1640",1,1,"2",1457541274501144576,1457541274453,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1641",1,1,"2",1457541274501144576,1457541274453,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1642",1,1,"2",1457541274501144576,1457541274453,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1643",1,1,"2",1457541274501286656,1457541274453,"actions",5.63,5.53,6.59,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1644",1,1,"2",1457541274501423872,1457541274453,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.63,3.41,5.79
"1645",1,1,"2",1457541274820839424,1457541274772,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1646",1,1,"2",1457541274820839424,1457541274772,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1647",1,1,"2",1457541274820839424,1457541274772,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1648",1,1,"2",1457541274820839424,1457541274772,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1649",1,1,"2",1457541274820983552,1457541274772,"actions",5.53,5.63,6.49,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1650",1,1,"2",1457541274821187072,1457541274772,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,5.05,3.41,5.79
"1651",1,1,"2",1457541275116933120,1457541275068,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1652",1,1,"2",1457541275116933120,1457541275068,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1653",1,1,"2",1457541275116933120,1457541275068,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1654",1,1,"2",1457541275116933120,1457541275068,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1655",1,1,"2",1457541275117104896,1457541275069,"actions",5.43000000000001,5.53,6.39,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1656",1,1,"2",1457541275117240064,1457541275069,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.96,3.41,5.79
"1657",1,1,"2",1457541275395637248,1457541275347,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1658",1,1,"2",1457541275395637248,1457541275347,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1659",1,1,"2",1457541275395637248,1457541275347,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1660",1,1,"2",1457541275395637248,1457541275347,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1661",1,1,"2",1457541275395856896,1457541275347,"actions",5.39,5.43,6.29,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1662",1,1,"2",1457541275396020480,1457541275347,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.88,3.41,5.79
"1663",1,1,"2",1457541275703889664,1457541275655,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1664",1,1,"2",1457541275703889664,1457541275655,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1665",1,1,"2",1457541275703889664,1457541275655,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1666",1,1,"2",1457541275703889664,1457541275655,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1667",1,1,"2",1457541275704100864,1457541275655,"actions",5.39,5.33,6.19,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1668",1,1,"2",1457541275704262144,1457541275655,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1669",1,1,"2",1457541275974819328,1457541275926,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1670",1,1,"2",1457541275974819328,1457541275926,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1671",1,1,"2",1457541275974819328,1457541275926,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1672",1,1,"2",1457541275974819328,1457541275926,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1673",1,1,"2",1457541275975075328,1457541275926,"actions",5.39,5.23,6.09,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1674",1,1,"2",1457541275975250432,1457541275926,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1675",1,1,"2",1457541276257282560,1457541276208,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1676",1,1,"2",1457541276257282560,1457541276208,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1677",1,1,"2",1457541276257282560,1457541276208,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1678",1,1,"2",1457541276257282560,1457541276208,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1679",1,1,"2",1457541276257484800,1457541276209,"actions",5.39,5.13,5.99,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1680",1,1,"2",1457541276257657344,1457541276209,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1681",1,1,"2",1457541276526084608,1457541276477,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1682",1,1,"2",1457541276526084608,1457541276477,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1683",1,1,"2",1457541276526084608,1457541276477,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1684",1,1,"2",1457541276526084608,1457541276477,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1685",1,1,"2",1457541276526371584,1457541276477,"actions",5.39,5.03,5.89,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1686",1,1,"2",1457541276526529024,1457541276477,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1687",1,1,"2",1457541276795334400,1457541276747,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1688",1,1,"2",1457541276795334400,1457541276747,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1689",1,1,"2",1457541276795334400,1457541276747,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1690",1,1,"2",1457541276795334400,1457541276747,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1691",1,1,"2",1457541276795547648,1457541276747,"actions",5.39,4.93,5.79,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1692",1,1,"2",1457541276797980928,1457541276747,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1693",1,1,"2",1457541277071746304,1457541277023,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1694",1,1,"2",1457541277071746304,1457541277023,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1695",1,1,"2",1457541277071746304,1457541277023,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1696",1,1,"2",1457541277071746304,1457541277023,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1697",1,1,"2",1457541277071988224,1457541277023,"actions",5.39,4.86,5.69,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1698",1,1,"2",1457541277072158208,1457541277023,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1699",1,1,"2",1457541277339669248,1457541277291,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1700",1,1,"2",1457541277339669248,1457541277291,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1701",1,1,"2",1457541277339669248,1457541277291,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1702",1,1,"2",1457541277339669248,1457541277291,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1703",1,1,"2",1457541277339892736,1457541277291,"actions",5.39,4.86,5.59000000000001,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1704",1,1,"2",1457541277340046592,1457541277291,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,5.79
"1705",1,1,"2",1457541277609984000,1457541277561,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1706",1,1,"2",1457541277609984000,1457541277561,"state",NA,NA,NA,NA,5.79,3,2,514.666666666667,NA,NA,NA,NA
"1707",1,1,"2",1457541277609984000,1457541277561,"state",NA,NA,NA,NA,5.39,0,3,598.888888888889,NA,NA,NA,NA
"1708",1,1,"2",1457541277609984000,1457541277561,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1709",1,1,"2",1457541277610206720,1457541277561,"actions",5.39,4.86,5.49000000000001,5.79,NA,NA,NA,NA,NA,NA,NA,NA
"1710",1,1,"2",1457541277610374656,1457541277561,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.88
"1711",1,1,"2",1457541277891502080,1457541277843,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1712",1,1,"2",1457541277891502080,1457541277843,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1713",1,1,"2",1457541277891502080,1457541277843,"state",NA,NA,NA,NA,4.88,3,3,542.222222222222,NA,NA,NA,NA
"1714",1,1,"2",1457541277891502080,1457541277843,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1715",1,1,"2",1457541277891721728,1457541277843,"actions",5.39,4.86,5.39000000000001,5.69,NA,NA,NA,NA,NA,NA,NA,NA
"1716",1,1,"2",1457541277891894272,1457541277843,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1717",1,1,"2",1457541278163695104,1457541278115,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1718",1,1,"2",1457541278163695104,1457541278115,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1719",1,1,"2",1457541278163695104,1457541278115,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1720",1,1,"2",1457541278163695104,1457541278115,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1721",1,1,"2",1457541278164089088,1457541278115,"actions",5.39,4.86,5.29000000000001,5.59,NA,NA,NA,NA,NA,NA,NA,NA
"1722",1,1,"2",1457541278164390656,1457541278115,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1723",1,1,"2",1457541278435773440,1457541278387,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1724",1,1,"2",1457541278435773440,1457541278387,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1725",1,1,"2",1457541278435773440,1457541278387,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1726",1,1,"2",1457541278435773440,1457541278387,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1727",1,1,"2",1457541278436109056,1457541278387,"actions",5.39,4.86,5.19000000000001,5.49,NA,NA,NA,NA,NA,NA,NA,NA
"1728",1,1,"2",1457541278436409344,1457541278387,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1729",1,1,"2",1.457541278707e+18,1457541278658,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1730",1,1,"2",1.457541278707e+18,1457541278658,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1731",1,1,"2",1.457541278707e+18,1457541278658,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1732",1,1,"2",1.457541278707e+18,1457541278658,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1733",1,1,"2",1457541278707189248,1457541278658,"actions",5.39,4.86,5.09000000000001,5.39,NA,NA,NA,NA,NA,NA,NA,NA
"1734",1,1,"2",1457541278707349760,1457541278658,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1735",1,1,"2",1457541278978732544,1457541278930,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1736",1,1,"2",1457541278978732544,1457541278930,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1737",1,1,"2",1457541278978732544,1457541278930,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1738",1,1,"2",1457541278978732544,1457541278930,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1739",1,1,"2",1457541278978987008,1457541278930,"actions",5.39,4.86,4.99000000000001,5.29,NA,NA,NA,NA,NA,NA,NA,NA
"1740",1,1,"2",1457541278979166208,1457541278930,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1741",1,1,"2",1457541279244158208,1457541279195,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1742",1,1,"2",1457541279244158208,1457541279195,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1743",1,1,"2",1457541279244158208,1457541279195,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1744",1,1,"2",1457541279244158208,1457541279195,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1745",1,1,"2",1457541279244385280,1457541279195,"actions",5.39,4.86,4.89000000000001,5.19,NA,NA,NA,NA,NA,NA,NA,NA
"1746",1,1,"2",1457541279244562688,1457541279196,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1747",1,1,"2",1457541279516392192,1457541279467,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1748",1,1,"2",1457541279516392192,1457541279467,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1749",1,1,"2",1457541279516392192,1457541279467,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1750",1,1,"2",1457541279516392192,1457541279467,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1751",1,1,"2",1457541279516677888,1457541279467,"actions",5.39,4.86,4.79000000000001,5.09,NA,NA,NA,NA,NA,NA,NA,NA
"1752",1,1,"2",1457541279516866816,1457541279468,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1753",1,1,"2",1457541279791303680,1457541279742,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1754",1,1,"2",1457541279791303680,1457541279742,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1755",1,1,"2",1457541279791303680,1457541279742,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1756",1,1,"2",1457541279791303680,1457541279742,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1757",1,1,"2",1457541279791562496,1457541279743,"actions",5.39,4.86,4.69000000000001,4.99,NA,NA,NA,NA,NA,NA,NA,NA
"1758",1,1,"2",1457541279791743232,1457541279743,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1759",1,1,"2",1.457541280058e+18,1457541280009,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1760",1,1,"2",1.457541280058e+18,1457541280009,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1761",1,1,"2",1.457541280058e+18,1457541280009,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1762",1,1,"2",1.457541280058e+18,1457541280009,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1763",1,1,"2",1457541280058204672,1457541280009,"actions",5.39,4.86,4.59000000000001,4.9,NA,NA,NA,NA,NA,NA,NA,NA
"1764",1,1,"2",1457541280058394624,1457541280009,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1765",1,1,"2",1457541280332191488,1457541280283,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1766",1,1,"2",1457541280332191488,1457541280283,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1767",1,1,"2",1457541280332191488,1457541280283,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1768",1,1,"2",1457541280332191488,1457541280283,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1769",1,1,"2",1457541280332534528,1457541280283,"actions",5.39,4.86,4.49000000000001,4.9,NA,NA,NA,NA,NA,NA,NA,NA
"1770",1,1,"2",1457541280332833024,1457541280283,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1771",1,1,"2",1457541280608513280,1457541280560,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1772",1,1,"2",1457541280608513280,1457541280560,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1773",1,1,"2",1457541280608513280,1457541280560,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1774",1,1,"2",1457541280608513280,1457541280560,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1775",1,1,"2",1457541280608854016,1457541280560,"actions",5.39,4.86,4.39000000000001,4.9,NA,NA,NA,NA,NA,NA,NA,NA
"1776",1,1,"2",1457541280609186048,1457541280560,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
"1777",1,1,"2",1457541280874316032,1457541280825,"state",NA,NA,NA,NA,9.99999999999983,1,1,666.666666666655,NA,NA,NA,NA
"1778",1,1,"2",1457541280874316032,1457541280825,"state",NA,NA,NA,NA,5.39,0,2,479.111111111111,NA,NA,NA,NA
"1779",1,1,"2",1457541280874316032,1457541280825,"state",NA,NA,NA,NA,4.9,3,3,544.444444444445,NA,NA,NA,NA
"1780",1,1,"2",1457541280874316032,1457541280825,"state",NA,NA,NA,NA,3.41,2,4,454.666666666667,NA,NA,NA,NA
"1781",1,1,"2",1457541280874661120,1457541280825,"actions",5.39,4.86,4.29000000000001,4.9,NA,NA,NA,NA,NA,NA,NA,NA
"1782",1,1,"2",1457541280874960640,1457541280825,"targets",NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.86,3.41,4.9
