"","Period","Sender","group_id","rp.round_started.round","datetime","Time","ClientTime","Key","rp.round_started.price","rp.round_started.endowment.y","rp.round_started.endowment.x","rp.confirm.y","rp.confirm.x","rp.confirm.round"
"366",56,20,2,3,"2016-04-15 15:51:57.053",1460760717052796160,1460760716684,"rp.round_started",0.64,0,100,NA,NA,NA
"367",56,20,2,NA,"2016-04-15 15:52:36.329",1460760756329420800,1460760755960,"rp.confirm",NA,NA,NA,35.2581818181818,44.9090909090909,3
"368",56,20,2,4,"2016-04-15 15:53:35.145",1460760815144889088,1460760814767,"rp.round_started",0.7,0,100,NA,NA,NA
"369",56,20,2,NA,"2016-04-15 15:55:05.944",1460760905943941888,1460760905563,"rp.confirm",NA,NA,NA,33.4727272727273,52.1818181818182,4
"370",56,20,2,5,"2016-04-15 15:55:57.730",1460760957730450432,1460760957349,"rp.round_started",0.83,0,100,NA,NA,NA
"371",56,20,2,NA,"2016-04-15 15:57:00.408",1460761020407866624,1460761020024,"rp.confirm",NA,NA,NA,41.0472727272727,50.5454545454545,5
"372",56,20,2,6,"2016-04-15 15:57:50.713",1460761070713129472,1460761070328,"rp.round_started",0.89,0,100,NA,NA,NA
"373",56,20,2,NA,"2016-04-15 15:58:52.449",1460761132448970752,1460761132062,"rp.confirm",NA,NA,NA,40.4545454545455,54.5454545454545,6
"374",56,20,2,7,"2016-04-15 15:59:37.697",1460761177696882432,1460761177309,"rp.round_started",0.94,0,100,NA,NA,NA
"375",56,20,2,NA,"2016-04-15 16:00:54.136",1460761254136283392,1460761253777,"rp.confirm",NA,NA,NA,43.24,54,7
"376",56,20,2,8,"2016-04-15 16:01:48.500",1460761308499765504,1460761308139,"rp.round_started",1,0,100,NA,NA,NA
"377",56,20,2,NA,"2016-04-15 16:02:53.480",1460761373479958784,1460761373118,"rp.confirm",NA,NA,NA,41.6363636363636,58.3636363636364,8
"378",56,20,2,9,"2016-04-15 16:03:44.108",1460761424107748096,1460761423744,"rp.round_started",1.06,0,100,NA,NA,NA
"379",56,20,2,NA,"2016-04-15 16:05:02.256",1460761502255831296,1460761501890,"rp.confirm",NA,NA,NA,45.9384727272727,56.6618181818182,9
"380",56,20,2,10,"2016-04-15 16:05:55.120",1460761555120431360,1460761554753,"rp.round_started",1.09072291115709,0,100,NA,NA,NA
